learner_id,resource_id,views,completion_rate,time_on_task_min,quiz_score,liked,implicit_score
U034,R042,5,0.627,30.0,68.0,0,0.7518
U034,R067,2,0.497,35.0,65.0,0,0.5215
U034,R026,5,0.783,14.0,77.0,1,0.7507
U034,R059,2,0.665,8.0,46.0,0,0.4273
U034,R087,3,0.763,19.0,64.0,0,0.5978
U034,R035,5,0.709,20.0,68.0,1,0.736
U034,R075,2,0.628,10.0,71.0,0,0.4754
U034,R079,4,0.787,44.0,66.0,1,0.7688
U034,R090,3,0.248,5.0,68.0,0,0.4262
U034,R032,5,0.452,11.0,67.0,0,0.637
U034,R062,5,0.707,34.0,54.0,1,0.7584
U034,R105,3,0.246,9.0,54.0,0,0.4122
U034,R039,2,0.548,7.0,48.0,0,0.3985
U034,R074,1,0.742,23.0,52.0,0,0.4431
U034,R050,1,0.63,14.0,59.0,0,0.3964
U034,R065,5,0.855,14.0,63.0,1,0.7407
U034,R078,3,0.648,29.0,50.0,0,0.5775
U034,R046,1,0.495,25.0,59.0,0,0.4027
U035,R099,5,0.453,9.0,85.0,0,0.666
U035,R008,5,0.559,8.0,80.0,0,0.6788
U035,R088,4,0.614,22.0,85.0,0,0.6835
U035,R058,5,0.603,32.0,81.0,0,0.7791
U035,R025,3,0.623,32.0,86.0,0,0.6541
U035,R012,2,0.736,20.0,87.0,0,0.5707
U035,R117,4,0.779,29.0,88.0,1,0.7562
U035,R041,2,0.364,18.0,76.0,0,0.4485
U035,R072,2,0.668,42.0,94.0,0,0.6477
U035,R038,3,0.661,20.0,72.0,0,0.592
U035,R063,5,0.525,11.0,77.0,0,0.6752
U036,R061,5,0.706,15.0,56.0,1,0.693
U036,R009,1,0.251,4.0,56.0,0,0.2593
U036,R092,4,0.602,5.0,59.0,0,0.5667
U036,R034,3,0.674,20.0,61.0,0,0.5732
U036,R052,5,0.731,29.0,53.0,1,0.7442
U036,R018,1,0.588,15.0,71.0,0,0.4135
U036,R012,3,0.483,25.0,52.0,0,0.5257
U036,R099,3,0.344,10.0,49.0,0,0.4304
U036,R023,5,0.737,44.0,70.0,1,0.8342
U036,R044,5,0.38,9.0,39.0,0,0.5557
U036,R059,4,0.445,10.0,61.0,0,0.5496
U036,R082,1,0.425,6.0,75.0,0,0.3481
U036,R022,5,0.711,21.0,83.0,1,0.7701
U036,R039,4,0.415,5.0,44.0,0,0.4899
U037,R060,4,0.74,23.0,74.0,1,0.6966
U037,R004,2,0.404,15.0,76.0,0,0.4475
U037,R084,1,0.441,16.0,81.0,0,0.4004
U037,R032,2,0.65,31.0,88.0,0,0.5912
U037,R055,5,0.546,4.0,67.0,0,0.635
U037,R025,2,0.765,27.0,67.0,1,0.5634
U037,R008,3,0.486,10.0,71.0,0,0.5099
U037,R120,5,0.841,11.0,79.0,1,0.7582
U037,R027,1,0.613,6.0,61.0,0,0.3671
U037,R046,5,0.596,23.0,83.0,0,0.7486
U037,R059,1,0.734,5.0,81.0,0,0.4337
U037,R063,4,0.482,17.0,59.0,0,0.5803
U037,R026,5,0.667,21.0,72.0,1,0.7371
U037,R034,5,0.721,24.0,73.0,1,0.7635
U038,R090,3,0.732,40.0,41.0,0,0.6205
U038,R031,3,0.444,8.0,51.0,0,0.4521
U038,R091,5,0.836,4.0,48.0,1,0.6695
U038,R067,5,0.582,35.0,57.0,0,0.7368
U038,R085,4,0.723,19.0,33.0,1,0.5958
U038,R062,1,0.671,35.0,49.0,0,0.463
U038,R053,5,0.56,4.0,50.0,0,0.6045
U038,R111,2,0.604,26.0,49.0,0,0.4835
U038,R064,1,0.727,28.0,65.0,0,0.4836
U038,R084,2,0.663,26.0,50.0,0,0.5003
U038,R089,2,0.434,10.0,51.0,0,0.3869
U038,R063,1,0.535,16.0,44.0,0,0.3499
U038,R081,3,0.45,4.0,46.0,0,0.429
U039,R005,2,0.419,19.0,61.0,0,0.4358
U039,R038,5,0.198,4.0,44.0,0,0.502
U039,R089,5,0.38,11.0,42.0,0,0.569
U039,R085,5,0.673,8.0,61.0,1,0.6693
U039,R074,5,0.839,26.0,60.0,1,0.7743
U039,R062,5,0.576,25.0,64.0,0,0.7129
U039,R068,2,0.755,13.0,54.0,0,0.484
U039,R011,3,0.569,9.0,73.0,0,0.531
U039,R117,5,0.586,25.0,78.0,0,0.7434
U039,R021,5,0.314,4.0,34.0,0,0.511
U039,R056,4,0.585,27.0,57.0,0,0.6384
U039,R069,5,0.69,14.0,49.0,1,0.6714
U039,R079,3,0.754,46.0,62.0,0,0.6898
U039,R018,3,0.396,4.0,51.0,0,0.4255
U039,R050,5,0.341,12.0,56.0,0,0.5909
U040,R016,1,0.728,20.0,72.0,0,0.4687
U040,R043,5,0.825,23.0,67.0,1,0.7739
U040,R107,4,0.68,7.0,71.0,1,0.6175
U040,R083,1,0.614,20.0,74.0,0,0.4442
U040,R061,1,0.696,31.0,62.0,0,0.4807
U040,R058,2,0.683,22.0,63.0,0,0.5168
U040,R059,4,0.657,10.0,63.0,1,0.6066
U040,R027,3,0.534,13.0,69.0,0,0.5288
U040,R116,3,0.609,29.0,74.0,0,0.6157
U040,R038,3,0.753,19.0,67.0,1,0.6013
U040,R045,1,0.784,17.0,71.0,1,0.4698
U040,R060,2,0.834,16.0,69.0,1,0.5447
U040,R078,1,0.427,9.0,68.0,0,0.3455
U040,R037,5,0.583,4.0,73.0,0,0.6563
U040,R044,5,0.708,32.0,72.0,1,0.7874
U041,R076,2,0.551,12.0,90.0,0,0.5014
U041,R038,4,0.653,20.0,76.0,1,0.668
U041,R005,4,0.467,13.0,80.0,0,0.604
U041,R090,2,0.382,24.0,61.0,0,0.4448
U041,R029,1,0.5,29.0,75.0,0,0.4505
U041,R108,1,0.623,12.0,89.0,0,0.4474
U041,R051,4,0.593,34.0,100.0,0,0.7519
U041,R009,4,0.639,23.0,78.0,0,0.6794
U041,R018,2,0.359,20.0,89.0,0,0.4805
U041,R096,2,0.585,27.0,68.0,0,0.5204
U041,R054,2,0.516,14.0,84.0,0,0.4879
U041,R097,4,0.509,13.0,72.0,0,0.5985
U041,R094,5,0.593,4.0,68.0,0,0.6488
U041,R007,5,0.201,4.0,69.0,0,0.5528
U041,R047,2,0.584,23.0,80.0,0,0.5296
U041,R116,2,0.643,30.0,78.0,0,0.5658
U041,R036,1,0.822,41.0,67.0,1,0.5586
U041,R050,5,0.577,17.0,84.0,0,0.7241
U041,R081,4,0.434,8.0,62.0,0,0.5416
U041,R102,4,0.842,34.0,75.0,1,0.7641
U041,R035,5,0.35,4.0,83.0,0,0.618
U042,R094,3,0.862,22.0,68.0,1,0.6415
U042,R005,1,0.475,17.0,88.0,0,0.4266
U042,R098,2,0.687,25.0,75.0,0,0.5527
U042,R070,5,0.445,10.0,78.0,0,0.6536
U042,R085,5,0.708,12.0,80.0,1,0.7306
U042,R048,2,0.251,4.0,69.0,0,0.3553
U042,R025,5,0.42,9.0,71.0,0,0.6297
U042,R100,5,0.767,14.0,86.0,1,0.7647
U042,R068,4,0.359,10.0,78.0,0,0.5621
U042,R083,1,0.79,21.0,87.0,1,0.5179
U042,R091,4,0.504,13.0,62.0,0,0.5773
U042,R096,3,0.706,26.0,64.0,0,0.609
U042,R053,5,0.671,24.0,87.0,1,0.779
U042,R079,5,0.552,18.0,91.0,0,0.7355
U043,R087,4,0.611,13.0,91.0,0,0.662
U043,R082,5,0.387,31.0,65.0,0,0.6895
U043,R009,2,0.867,31.0,62.0,0,0.5935
U043,R038,5,0.485,8.0,63.0,0,0.6263
U043,R020,1,0.651,20.0,87.0,0,0.4795
U043,R051,2,0.42,15.0,73.0,0,0.4455
U043,R017,3,0.751,15.0,72.0,1,0.5963
U043,R089,5,0.53,4.0,83.0,0,0.663
U043,R084,1,0.711,26.0,75.0,0,0.4923
U043,R067,4,0.512,14.0,62.0,0,0.5829
U043,R015,1,0.873,21.0,62.0,0,0.4886
U043,R043,4,0.646,21.0,77.0,0,0.6719
U043,R120,1,0.409,4.0,64.0,0,0.3148
U043,R018,3,0.867,15.0,73.0,1,0.6273
U043,R066,3,0.823,34.0,78.0,1,0.6954
U043,R031,4,0.721,21.0,52.0,1,0.6406
U043,R048,4,0.565,4.0,70.0,0,0.5758
U043,R077,5,0.448,13.0,79.0,0,0.6673
U043,R024,4,0.729,33.0,67.0,1,0.7162
U044,R049,5,0.598,20.0,56.0,0,0.6842
U044,R077,3,0.646,18.0,79.0,0,0.595
U044,R027,1,0.569,8.0,77.0,0,0.3953
U044,R056,2,0.976,42.0,65.0,1,0.6667
U044,R112,5,0.358,16.0,53.0,0,0.6037
U044,R046,2,0.632,34.0,82.0,0,0.5856
U044,R098,1,0.593,13.0,76.0,0,0.4175
U044,R109,1,0.342,7.0,68.0,0,0.317
U044,R119,4,0.522,24.0,65.0,0,0.6278
U044,R036,4,0.643,36.0,69.0,0,0.7097
U044,R068,3,0.553,5.0,71.0,0,0.5084
U044,R120,1,0.551,11.0,67.0,0,0.3818
U044,R047,5,0.628,17.0,69.0,0,0.7068
U044,R097,1,0.405,11.0,61.0,0,0.3333
U044,R052,5,0.636,23.0,68.0,0,0.7286
U044,R071,1,0.607,9.0,65.0,0,0.3845
U044,R100,3,0.535,10.0,47.0,0,0.4741
U044,R051,3,0.813,36.0,72.0,1,0.6882
U045,R032,4,0.611,36.0,49.0,0,0.6617
U045,R074,5,0.588,16.0,41.0,0,0.6372
U045,R017,5,0.488,11.0,54.0,0,0.62
U045,R083,3,0.631,24.0,53.0,0,0.561
U045,R043,4,0.554,12.0,65.0,0,0.5921
U045,R116,5,0.542,20.0,63.0,0,0.6842
U045,R063,3,0.484,27.0,59.0,0,0.5472
U045,R054,4,0.649,18.0,58.0,0,0.6237
U045,R079,3,0.818,51.0,57.0,0,0.714
U046,R052,5,0.427,16.0,63.0,0,0.6409
U046,R041,1,0.692,24.0,62.0,0,0.4543
U046,R010,4,0.608,27.0,55.0,0,0.6402
U046,R056,5,0.603,15.0,53.0,0,0.6613
U046,R034,5,0.433,20.0,66.0,0,0.663
U046,R089,1,0.651,5.0,69.0,0,0.3889
U046,R047,1,0.791,7.0,49.0,0,0.3912
U046,R023,4,0.645,33.0,58.0,0,0.6772
U046,R027,3,0.38,6.0,61.0,0,0.4488
U046,R072,2,0.505,22.0,72.0,0,0.4902
U046,R051,4,0.75,40.0,64.0,1,0.741
U046,R073,1,0.479,8.0,59.0,0,0.3368
U046,R068,5,0.469,5.0,67.0,0,0.6194
U046,R011,2,0.691,13.0,55.0,0,0.47
U046,R045,1,0.623,14.0,70.0,0,0.4167
U046,R103,3,0.497,11.0,63.0,0,0.5002
U046,R040,1,0.394,25.0,64.0,0,0.3874
U046,R046,4,0.52,34.0,48.0,0,0.6296
U046,R054,2,0.692,8.0,51.0,0,0.4441
U046,R077,4,0.71,27.0,65.0,1,0.6857
U046,R035,1,0.526,12.0,62.0,0,0.3691
U047,R108,5,0.762,17.0,67.0,1,0.7363
U047,R097,2,0.762,21.0,79.0,1,0.5649
U047,R008,4,0.543,17.0,75.0,0,0.6276
U047,R030,1,0.454,24.0,69.0,0,0.4088
U047,R020,3,0.559,16.0,66.0,0,0.5399
U047,R055,2,0.696,16.0,75.0,0,0.5222
U047,R010,3,0.804,41.0,69.0,1,0.6981
U047,R110,1,0.867,39.0,73.0,1,0.5746
U047,R102,2,0.389,15.0,63.0,0,0.4178
U047,R084,2,0.672,31.0,96.0,0,0.6127
U047,R009,5,0.574,19.0,67.0,0,0.6966
U047,R050,3,0.648,13.0,73.0,0,0.5653
U047,R116,4,0.555,20.0,68.0,0,0.6275
U047,R017,5,0.639,8.0,72.0,0,0.6828
U047,R078,3,0.504,8.0,67.0,0,0.4991
U047,R024,3,0.927,46.0,76.0,1,0.761
U047,R053,1,0.364,23.0,78.0,0,0.4006
U047,R086,2,0.487,13.0,70.0,0,0.449
U047,R023,4,0.54,27.0,63.0,0,0.6392
U048,R110,2,0.66,14.0,83.0,0,0.5219
U048,R106,1,0.562,22.0,76.0,0,0.4425
U048,R014,3,0.55,7.0,89.0,0,0.551
U048,R070,3,0.704,17.0,95.0,0,0.6378
U048,R044,5,0.372,15.0,77.0,0,0.6515
U048,R101,5,0.774,18.0,79.0,1,0.767
U048,R042,2,0.613,19.0,83.0,0,0.5283
U048,R113,4,0.471,7.0,69.0,0,0.5612
U048,R108,2,0.772,25.0,78.0,1,0.5799
U048,R104,3,0.628,19.0,77.0,0,0.5901
U048,R020,1,0.724,19.0,93.0,0,0.5061
U048,R083,5,0.806,28.0,90.0,1,0.8333
U048,R116,3,0.362,13.0,83.0,0,0.5138
U048,R043,4,0.448,5.0,88.0,0,0.5862
U048,R103,1,0.612,27.0,84.0,0,0.4892
U048,R056,5,0.495,20.0,92.0,0,0.7305
U048,R092,1,0.51,28.0,86.0,0,0.4713
U048,R105,4,0.502,4.0,78.0,0,0.576
U048,R051,1,0.996,54.0,95.0,1,0.7054
U049,R063,5,0.563,16.0,61.0,0,0.6709
U049,R009,5,0.646,21.0,79.0,0,0.7459
U049,R092,1,0.457,14.0,91.0,0,0.4172
U049,R019,3,0.667,31.0,81.0,0,0.6515
U049,R028,2,0.744,12.0,92.0,0,0.5536
U049,R014,3,0.704,4.0,88.0,0,0.5765
U049,R013,5,0.815,24.0,73.0,1,0.787
U049,R099,4,0.485,18.0,83.0,0,0.6327
U049,R018,1,0.951,26.0,71.0,1,0.5443
U049,R024,5,0.382,8.0,81.0,0,0.6366
U049,R062,4,0.24,12.0,73.0,0,0.5296
U049,R072,5,0.784,37.0,85.0,1,0.8505
U049,R015,5,0.579,9.0,73.0,0,0.6735
U049,R023,2,0.392,15.0,74.0,0,0.4405
U050,R003,4,0.384,4.0,41.0,0,0.4725
U050,R073,3,0.442,10.0,42.0,0,0.4409
U050,R080,4,0.555,8.0,65.0,0,0.5778
U050,R008,2,0.512,11.0,47.0,0,0.402
U050,R005,4,0.548,17.0,32.0,0,0.5428
U050,R061,5,0.771,27.0,44.0,1,0.7289
U050,R050,4,0.75,17.0,47.0,1,0.6233
U050,R058,3,0.581,32.0,33.0,0,0.5376
U050,R046,3,0.859,43.0,49.0,0,0.6791
U050,R055,3,0.658,5.0,43.0,0,0.4787
U051,R089,4,0.323,12.0,84.0,0,0.5724
U051,R009,1,0.639,23.0,62.0,0,0.4374
U051,R096,5,0.782,29.0,83.0,1,0.817
U051,R043,2,0.4,9.0,82.0,0,0.4367
U051,R080,2,0.567,4.0,77.0,0,0.4503
U051,R017,1,0.539,6.0,65.0,0,0.3566
U051,R010,3,0.676,27.0,74.0,0,0.6252
U051,R110,5,0.547,7.0,77.0,0,0.6662
U051,R020,5,0.575,29.0,74.0,0,0.7472
U051,R074,4,0.651,25.0,92.0,1,0.7177
U051,R082,4,0.535,22.0,72.0,0,0.6377
U051,R095,4,0.761,31.0,72.0,1,0.727
U051,R019,4,1.0,44.0,77.0,1,0.844
U051,R073,1,0.577,13.0,79.0,0,0.4195
U052,R003,5,0.595,8.0,65.0,0,0.6578
U052,R093,4,0.605,26.0,61.0,0,0.6478
U052,R094,5,0.742,8.0,65.0,1,0.6946
U052,R009,3,0.553,14.0,54.0,0,0.5072
U052,R004,1,0.757,17.0,73.0,1,0.4671
U052,R053,5,0.699,29.0,78.0,1,0.7862
U052,R023,5,0.54,17.0,71.0,0,0.6888
U052,R031,2,0.5,23.0,61.0,0,0.4706
U052,R016,3,0.662,11.0,66.0,0,0.5475
U052,R030,2,0.547,5.0,67.0,0,0.4289
U053,R031,3,0.601,26.0,66.0,0,0.5868
U053,R058,4,0.298,8.0,72.0,0,0.5276
U053,R049,4,0.578,37.0,60.0,0,0.679
U053,R039,2,0.577,15.0,75.0,0,0.4888
U053,R091,2,0.555,15.0,59.0,0,0.4513
U053,R117,1,0.458,19.0,47.0,0,0.3476
U053,R111,4,0.717,11.0,68.0,1,0.6352
U053,R074,5,0.775,16.0,56.0,1,0.7139
U053,R032,2,0.345,13.0,75.0,0,0.4235
U053,R059,4,0.525,4.0,51.0,0,0.5278
U053,R119,1,0.504,20.0,67.0,0,0.4027
U053,R044,3,0.561,17.0,76.0,0,0.5641
U053,R076,5,0.685,15.0,77.0,1,0.7298
U053,R055,1,0.66,5.0,67.0,0,0.3872
U053,R070,2,0.862,17.0,69.0,1,0.5553
U053,R110,2,0.619,19.0,76.0,0,0.5158
U053,R052,5,0.378,12.0,56.0,0,0.6001
U054,R110,4,0.571,8.0,75.0,0,0.6018
U054,R096,3,0.609,7.0,76.0,0,0.5397
U054,R008,3,0.778,11.0,79.0,1,0.6025
U054,R021,3,0.713,19.0,70.0,0,0.5973
U054,R014,1,0.414,5.0,74.0,0,0.3397
U054,R041,4,0.73,19.0,88.0,1,0.7076
U054,R012,3,0.534,12.0,81.0,0,0.5491
U054,R116,1,0.658,34.0,81.0,0,0.5201
U054,R100,2,0.708,16.0,82.0,0,0.5392
U054,R084,2,0.773,34.0,87.0,1,0.6309
U054,R010,5,0.763,33.0,71.0,1,0.8028
U054,R030,4,0.782,9.0,78.0,1,0.6642
U054,R119,1,0.483,20.0,76.0,0,0.4155
U054,R013,2,0.948,9.0,87.0,1,0.5837
U054,R049,1,0.593,30.0,100.0,0,0.5273
U054,R019,5,0.495,25.0,83.0,0,0.7307
U054,R036,1,0.361,25.0,78.0,0,0.4072
U054,R091,5,0.489,5.0,82.0,0,0.6544
U054,R018,1,0.432,15.0,68.0,0,0.3685
U055,R020,1,0.669,15.0,90.0,0,0.4718
U055,R036,2,0.588,23.0,71.0,0,0.5126
U055,R098,4,0.789,36.0,82.0,1,0.7722
U055,R093,4,0.737,24.0,88.0,1,0.7275
U055,R071,1,0.387,4.0,67.0,0,0.3153
U055,R054,4,0.514,4.0,100.0,0,0.623
U055,R063,2,0.538,25.0,82.0,0,0.5294
U055,R021,3,0.828,20.0,75.0,1,0.6397
U055,R108,5,0.618,8.0,81.0,0,0.6956
U055,R029,4,0.481,22.0,87.0,0,0.6542
U055,R047,3,0.594,13.0,87.0,0,0.5798
U055,R064,2,0.368,16.0,87.0,0,0.4642
U055,R074,4,0.554,11.0,91.0,0,0.6405
U055,R027,2,0.754,14.0,81.0,1,0.5414
U055,R040,2,0.644,23.0,93.0,0,0.5706
U056,R101,4,0.473,18.0,89.0,0,0.6417
U056,R009,2,0.475,20.0,86.0,0,0.5035
U056,R112,4,0.528,21.0,82.0,0,0.6524
U056,R043,4,0.646,20.0,77.0,0,0.6682
U056,R080,5,0.884,14.0,88.0,1,0.7979
U056,R019,3,0.451,28.0,80.0,0,0.5846
U056,R015,2,0.574,7.0,78.0,0,0.465
U056,R119,5,0.554,26.0,93.0,0,0.769
U056,R023,5,0.537,34.0,85.0,0,0.7779
U056,R076,2,0.543,9.0,96.0,0,0.5005
U056,R093,3,0.553,9.0,80.0,0,0.541
U056,R020,1,0.671,12.0,80.0,0,0.4414
U056,R070,1,0.7,17.0,83.0,0,0.4728
U057,R100,3,0.585,18.0,54.0,0,0.5297
U057,R022,3,0.535,22.0,68.0,0,0.5598
U057,R111,2,0.531,23.0,62.0,0,0.4804
U057,R074,1,0.509,19.0,53.0,0,0.3723
U057,R084,5,0.704,40.0,69.0,1,0.8095
U057,R067,2,0.71,41.0,68.0,0,0.6026
U057,R029,5,0.336,4.0,62.0,0,0.5725
U057,R115,3,0.53,11.0,63.0,0,0.5085
U057,R073,2,0.29,9.0,51.0,0,0.3472
U057,R083,1,0.694,20.0,66.0,0,0.4482
U057,R096,1,0.625,24.0,71.0,0,0.4555
U057,R071,2,0.483,4.0,49.0,0,0.3733
U057,R079,4,0.467,14.0,62.0,0,0.5717
U058,R089,2,0.652,15.0,73.0,0,0.5035
U058,R081,3,0.462,6.0,71.0,0,0.4893
U058,R005,3,0.692,22.0,73.0,0,0.609
U058,R046,2,0.53,25.0,68.0,0,0.4994
U058,R030,5,0.681,8.0,69.0,1,0.6873
U058,R063,3,0.537,19.0,59.0,0,0.5313
U058,R010,1,0.544,22.0,76.0,0,0.438
U058,R091,3,0.422,9.0,63.0,0,0.4742
U058,R086,1,0.679,4.0,65.0,0,0.3843
U058,R065,4,0.561,4.0,65.0,0,0.5648
U058,R009,3,0.55,12.0,74.0,0,0.5391
U058,R047,2,0.662,9.0,69.0,0,0.4762
U058,R103,3,0.574,23.0,63.0,0,0.5631
U058,R015,2,0.307,4.0,61.0,0,0.3533
U058,R064,4,0.696,24.0,65.0,1,0.6713
U058,R042,4,0.723,38.0,69.0,1,0.7369
U058,R061,1,0.673,23.0,77.0,0,0.4759
U058,R070,4,0.774,30.0,85.0,1,0.7526
U058,R101,5,0.548,20.0,69.0,0,0.6977
U058,R031,2,0.484,14.0,71.0,0,0.4539
U059,R099,2,0.553,13.0,64.0,0,0.4535
U059,R081,2,0.534,6.0,75.0,0,0.4453
U059,R012,2,0.547,15.0,82.0,0,0.4953
U059,R036,4,0.542,22.0,61.0,0,0.6175
U059,R029,2,0.534,19.0,65.0,0,0.4726
U059,R063,2,0.688,30.0,70.0,0,0.5611
U059,R025,1,0.56,21.0,71.0,0,0.4284
U059,R106,3,0.428,14.0,76.0,0,0.5199
U059,R092,4,0.651,20.0,95.0,1,0.7055
U059,R075,5,0.514,4.0,74.0,0,0.641
U059,R021,3,0.489,28.0,65.0,0,0.5641
U059,R040,2,0.662,38.0,72.0,0,0.5877
U059,R110,5,0.478,16.0,82.0,0,0.6917
U059,R027,3,0.591,8.0,69.0,0,0.5248
U059,R067,5,0.312,13.0,85.0,0,0.6453
U059,R033,1,0.838,35.0,69.0,1,0.5448
U059,R062,3,0.63,25.0,84.0,0,0.6264
U059,R077,4,0.514,22.0,83.0,0,0.6545
U059,R030,1,0.73,23.0,76.0,0,0.4881
U060,R041,5,0.411,19.0,77.0,0,0.6758
U060,R056,5,0.621,27.0,86.0,0,0.7754
U060,R026,3,0.603,10.0,69.0,0,0.5351
U060,R045,2,0.728,9.0,94.0,0,0.5427
U060,R100,2,0.665,17.0,97.0,0,0.5621
U060,R029,2,0.896,47.0,74.0,1,0.6829
U060,R067,2,0.467,26.0,83.0,0,0.5173
U060,R090,2,0.704,34.0,84.0,0,0.6076
U060,R109,2,0.613,32.0,78.0,0,0.5656
U060,R028,3,0.645,5.0,83.0,0,0.5554
U060,R047,4,0.544,8.0,82.0,0,0.6091
U060,R120,2,0.569,4.0,80.0,0,0.4568
U060,R035,3,0.635,13.0,84.0,0,0.584
U060,R061,1,0.774,40.0,81.0,1,0.571
U060,R044,2,0.357,14.0,84.0,0,0.4482
U060,R054,1,0.54,10.0,92.0,0,0.4254
U060,R076,4,0.665,10.0,80.0,1,0.6426
U060,R042,2,0.699,29.0,78.0,0,0.5762
U061,R094,5,0.671,23.0,67.0,1,0.7354
U061,R021,2,0.525,14.0,64.0,0,0.4502
U061,R088,4,0.597,21.0,69.0,0,0.6436
U061,R073,1,0.616,12.0,49.0,0,0.3656
U061,R035,5,0.449,9.0,58.0,0,0.611
U061,R034,3,0.453,16.0,71.0,0,0.5234
U061,R104,1,0.534,12.0,73.0,0,0.3931
U061,R071,1,0.676,4.0,49.0,0,0.3515
U061,R083,5,0.362,12.0,72.0,0,0.6281
U061,R053,1,0.498,21.0,78.0,0,0.4269
U061,R079,2,0.852,46.0,64.0,0,0.6483
U062,R091,4,0.358,4.0,72.0,0,0.528
U062,R005,5,0.623,23.0,62.0,0,0.7134
U062,R109,2,0.646,31.0,78.0,0,0.5702
U062,R052,1,0.689,21.0,92.0,0,0.5026
U062,R057,3,0.829,33.0,71.0,1,0.6792
U062,R047,4,0.431,5.0,62.0,0,0.5299
U062,R020,3,0.463,7.0,62.0,0,0.4752
U062,R112,3,0.545,25.0,60.0,0,0.5572
U062,R050,2,0.388,4.0,66.0,0,0.3835
U062,R056,1,0.587,23.0,83.0,0,0.4664
U062,R090,4,0.694,43.0,68.0,1,0.7459
U062,R107,3,0.505,9.0,70.0,0,0.509
U062,R049,5,0.584,26.0,63.0,0,0.7165
U062,R055,5,0.478,6.0,79.0,0,0.6493
U063,R006,3,0.781,8.0,64.0,0,0.5623
U063,R096,2,0.654,16.0,60.0,0,0.4817
U063,R107,3,0.533,12.0,63.0,0,0.5129
U063,R025,1,0.586,25.0,66.0,0,0.4394
U063,R010,3,0.603,24.0,57.0,0,0.562
U063,R083,5,0.593,9.0,60.0,0,0.651
U063,R046,2,0.729,43.0,69.0,0,0.6166
U063,R080,4,0.621,4.0,61.0,0,0.5718
U063,R043,4,0.208,6.0,47.0,0,0.4478
U063,R060,3,0.584,8.0,60.0,0,0.5051
U064,R030,5,0.451,4.0,56.0,0,0.5893
U064,R065,1,0.744,9.0,69.0,0,0.4267
U064,R006,5,0.63,6.0,51.0,0,0.6313
U064,R052,4,0.656,18.0,71.0,1,0.6515
U064,R088,1,0.706,27.0,63.0,0,0.4707
U064,R011,2,0.423,16.0,61.0,0,0.4259
U064,R067,4,0.736,41.0,58.0,1,0.7291
U064,R084,3,0.53,17.0,57.0,0,0.5183
U064,R110,2,0.528,8.0,75.0,0,0.4511
U064,R009,2,0.674,20.0,53.0,0,0.4872
U064,R056,5,0.733,33.0,54.0,1,0.7612
U064,R114,5,0.635,21.0,55.0,0,0.6951
U064,R019,2,0.414,20.0,61.0,0,0.4382
U064,R066,5,0.453,6.0,63.0,0,0.6111
U064,R051,1,0.21,12.0,47.0,0,0.2601
U064,R061,1,0.661,38.0,63.0,0,0.4994
U064,R069,3,0.624,15.0,73.0,0,0.5665
U064,R034,3,0.413,15.0,62.0,0,0.4918
U065,R073,1,0.529,9.0,71.0,0,0.377
U065,R064,5,0.386,22.0,85.0,0,0.6965
U065,R008,1,0.571,4.0,87.0,0,0.4013
U065,R032,1,0.557,22.0,73.0,0,0.4352
U065,R027,5,0.53,16.0,88.0,0,0.7167
U065,R038,4,0.831,18.0,80.0,1,0.7132
U065,R022,4,0.664,22.0,83.0,1,0.692
U065,R098,4,0.602,28.0,78.0,0,0.6883
U065,R068,1,0.692,13.0,93.0,0,0.4763
U065,R060,3,0.518,18.0,89.0,0,0.583
U065,R019,2,0.562,25.0,86.0,0,0.5434
U065,R033,2,0.758,41.0,76.0,1,0.6306
U065,R116,5,0.675,29.0,78.0,1,0.7802
U065,R024,4,0.719,42.0,75.0,1,0.7625
U065,R042,2,0.318,4.0,74.0,0,0.382
U065,R031,1,0.781,19.0,83.0,1,0.5003
U065,R035,3,0.634,14.0,82.0,0,0.5834
U065,R063,1,0.653,20.0,66.0,0,0.438
U065,R030,4,0.654,12.0,88.0,1,0.6631
U066,R105,3,0.681,4.0,100.0,0,0.5948
U066,R017,5,0.709,10.0,89.0,1,0.7416
U066,R088,1,0.588,15.0,96.0,0,0.4635
U066,R072,2,0.583,34.0,77.0,0,0.5634
U066,R035,3,0.592,16.0,85.0,0,0.5862
U066,R033,3,0.516,33.0,98.0,0,0.655
U066,R113,4,0.647,14.0,88.0,0,0.6687
U066,R067,3,0.623,19.0,84.0,0,0.6028
U066,R086,1,0.539,11.0,99.0,0,0.4428
U066,R062,3,0.75,22.0,93.0,1,0.6635
U066,R080,3,0.716,8.0,88.0,0,0.5941
U067,R094,5,0.797,11.0,60.0,1,0.7093
U067,R003,5,0.532,9.0,69.0,0,0.6537
U067,R101,4,0.681,23.0,78.0,1,0.6899
U067,R033,1,0.41,19.0,52.0,0,0.3456
U067,R049,2,0.58,26.0,56.0,0,0.4915
U067,R013,5,0.469,4.0,72.0,0,0.6258
U067,R005,1,0.468,23.0,64.0,0,0.3986
U067,R116,3,0.719,36.0,83.0,0,0.6867
U067,R022,5,0.583,25.0,71.0,0,0.7287
U067,R037,5,0.666,5.0,80.0,1,0.6947
U067,R054,3,0.725,18.0,65.0,0,0.5867
U067,R096,1,0.56,17.0,74.0,0,0.4198
U067,R014,1,0.431,4.0,64.0,0,0.3203
U067,R036,1,0.635,28.0,65.0,0,0.4606
